CIK|Ticker|Name|Exchange|SIC|Business|Incorporated|IRS
786035|ASG|Liberty All Star Growth Fund Inc|NYSE||CO||521452208
890564|ASGN|On Assignment Inc|NYSE|7363|CA|DE|954023433
877476|ASGR|America Service Group Inc||8090|TN|DE|510332317
7694|ASH|Ashland Inc|NYSE|5160|KY|KY|610122250
1305014|ASH|Ashland Inc|NYSE|5160|KY|KY|200865835
1120521|ASHC|Ashcroft Homes Corp|OTC|7389|CO|CO|311664473
1009891|ASHN|Air Industries Group|NASDAQ|3728|NY|NV|204458244
810774|ASHW|Kemper BD Enhanced Sec TR Ser 7 & Ser 8 Total Return|||IL|IL|
820774|ASHW|Ashworth Inc||2320|CA|DE|841052000
783603|ASI|American Safety Insurance Holdings LTD|NYSE|6411|D0||
1100969|ASIA|Asiainfo-linkage Inc|NASDAQ|7372|F4|DE|752506390
1067873|ASIQ|Asi Entertainment Inc|OTC|3728|NY|DE|522101695
7951|ASIT|Robertson Global Health Solutions Corp||6799|MI|NV|880105586
1460290|ASKE|Alaska Pacific Energy Corp|OTC|1000|CA|NV|204523691
1511161|ASKH|Astika Holdings Inc|OTCBB|3652|FL|FL|274601693
1054298|ASKJ|Ask Jeeves Inc||7389|CA|DE|943334199
1319849|ASM|Liberty All-star Mid Cap Fund|NYSE MKT||MA|MA|
80737|ASN|Archstone||6798|CO||900042860
1156826|ASN|Archstone Smith Trust||6798|CO|MD|841592064
1498301|ASNA|Ascena Retail Group Inc|NASDAQ|5600|NY|DE|300641353
1011060|ASNB|Advansource Biomaterials Corp|OTC|3841|MA|DE|43186647
1373479|ASND|Asianada Inc||1000|A1|NV|
913598|ASNT|Asante Technologies Inc||3576|CA|DE|770200286
3133|ASO|Amsouth Bancorporation||6022|AL|DE|630591257
1409741|ASO|Airsharestm Eu Carbon Allowances Fund|NYSE ARCA|6221|NY|DE|
878930|ASP|American Strategic Income Portfolio Inc|NYSE||MN|MN|411705401
1021917|ASPE|JV Group Inc||6512|CO|DE|521945748
886235|ASPM|Aspect Medical Systems Inc||3845|MA|DE|42985553
319458|ASPN|Enservco Corp||1389|CO|DE|840811316
1158235|ASPR|Adsouth Partners Inc|OTC|7310|FL|NV|680448219
1462418|ASPS|Altisource Portfolio Solutions SA|NASDAQ|7380|N4|N4|
779390|ASPT|Aspect Communications Corp||7372|CA|CA|942974062
1487198|ASPU|Aspen Group Inc|OTCBB|8200|CO|DE|271933597
1314026|ASPV|Aspreva Pharmaceuticals Corp||2834|A1|A1|980435540
1424640|ASPW|Arista Power Inc|OTC|3510|NY|NY|
860749|ASPXQ|Auspex Systems Inc||3576|CA|DE|930963660
1070789|ASPZ|Asia Properties Inc|OTC|6552|CA|NV|470855301
1393526|ASRS|Aspen Racing Stables||200|A0||980517550
707605|ASRV|Ameriserv Financial Inc|NASDAQ|6021|PA|PA|251424278
1160798|ASST|C2e Energy Inc||1311|T3|FL|
1001907|ASTC|Astrotech Corp|NASDAQ|3760|TX|WA|911273737
792987|ASTE|Astec Industries Inc|NASDAQ|3531|TN|TN|620873631
1063293|ASTI|Accesstel Inc|NASDAQ|5700|CO|UT|592159271
1350102|ASTI|Ascent Solar Technologies Inc|NASDAQ|3674|CO|DE|203672603
887359|ASTM|Aastrom Biosciences Inc|NASDAQ|2836|MI|MI|943096597
1099066|ASTR|Astralis LTD||2834|NJ|CO|841508866
1432967|ASTV|As Seen On TV Inc|OTCBB|5900|FL|FL|800149096
884144|ASUR|Asure Software Inc|NASDAQ|7373|TX|DE|742415696
1404935|ASUV|Harmonic Energy Inc|OTC|3721|X0|NV|
875354|ASV|AG Services Of America Inc||5190|IA|IA|421264455
926763|ASVI|Asv Inc||3531|MN|MN|411459569
1001516|ASWT|American Southwest Holdings Inc||9995|AZ|DE|860800964
1441649|ASWV|American Smooth Wave Ventures Inc|OTC|5400|IA|NV|263036101
1389072|ASXHTW|Heartware International Inc|NASDAQ|3841|MA|DE|980498958
8038|ASXI|Astrex Inc||5065|NY|NY|131930803
720500|ASYS|Amtech Systems Inc|NASDAQ|3559|AZ|AZ|860411215
909326|ASYT|Asyst Technologies Inc||3559|CA|CA|942942251
65873|AT|Alltel Corp|NYSE|4812|AR|DE|340868285
1419242|AT|Atlantic Power Corp|NYSE|4900|MA|A1|550886410
823876|ATA|Apogee Technology Inc|NYSE ARCA|3841|MA|DE|43005815
933405|ATAC|Atc Technology Corp||7389|IL|DE|954486486
898904|ATAHQ|Ata Holdings Corp||4522|IN|IN|351617970
1002607|ATAR|Atari Inc|OTC|7372|NY|DE|133689915
1059142|ATAXZ|America First Multifamily Investors LP||6199|NE|DE|470810385
1305507|ATB|Arlington Tankers LTD|NYSE|4412|D0|D0|
1087790|ATBC|Atlantic Bancgroup Inc||6035|FL|FL|593543956
1157758|ATC|Cycle Country Accessories Corp|NYSE MKT|3714|IA|NV|421523809
1192494|ATCI|Anticus International Corp|OTC|8200|A8|NV|980375504
924383|ATCO|Lrad Corp||3651|CA|DE|870361799
945989|ATEA|Astea International Inc|NASDAQ|7372|PA|DE|232119058
1350653|ATEC|Alphatec Holdings Inc|NASDAQ|3841|CA|DE|202463898
878547|ATEG|American Technologies Group Inc||3440|CA|NV|954307525
885520|ATEK|Alternative Technology Resources Inc||7371|CA|DE|680195770
1310630|ATER|Trafalgar Resources Inc||6770|UT|UT|910974149
710807|ATGI|Alpha Technologies Group Inc||3443|CA|DE|760079338
1003607|ATGN|Altigen Communications Inc|OTC|3661|CA||943204299
1574648|ATHL|Athlon Energy Inc|NYSE|1311|TX|DE|462549833
1131096|ATHN|Athenahealth Inc|NASDAQ|7389|MA|DE|43387530
1136331|ATHO|Business Development Solutions Inc||6770|F4|DE|841300072
1140486|ATHR|Atheros Communications Inc||3674|CA|DE|770485570
1018963|ATI|Allegheny Technologies Inc|NYSE|3317|PA|DE|251792394
866121|ATK|Alliant Techsystems Inc|NYSE|3760|MN|DE|411672694
792449|ATL|Atalanta Sosnoff Capital Corp|NYSE MKT|6199|NY|DE|13309861
1464343|ATLC|Atlanticus Holdings Corp|NASDAQ|6141|GA|GA|582336689
1132651|ATLO|Ames National Corp|NASDAQ|6021|IA|IA|421039071
948975|ATLRS|Atlantic Realty Trust||6798|NY|CA|133849655
1279228|ATLS|Atlas America Inc|NYSE|4922|PA|DE|510404430
1283810|ATLS|Atlas America Series 25-2004 A LP|NYSE|1311|PA||550856393
1294208|ATLS|Atlas America Series 25-2004 B LP|NYSE|1311|PA||341980376
1294476|ATLS|Atlas America Public 14-2004 LP|NYSE|1311|PA||861111314
1335236|ATLS|Atlas America Public 15-2005 A LP|NYSE|1311|PA||203208344
1336339|ATLS|Atlas America Public 14-2005 A LP|NYSE|1311|PA||201849549
1342514|ATLS|Atlas America Series 26-2005 LP|NYSE|1311|PA||202879859
1347218|ATLS|Atlas Energy LP|NYSE|4922|PA|DE|
1357361|ATLS|Atlas America Public 15-2006 B LP|NYSE|1311|PA||203208390
1374985|ATLS|Atlas Resources Public 16-2007 A LP|NYSE|1311|PA||208219605
1379763|ATLS|Atlas America Series 27-2006 LP|NYSE|1311|PA|DE|205242075
1399541|ATLS|Atlas Resources Public 17-2008 B LP|NYSE|1311|PA||261466056
1399542|ATLS|Atlas Resources Public 17-2007 A LP|NYSE|1311|PA||208978061
1432987|ATLS|Atlas Resources Public 18-2008 A LP|NYSE|1311|PA||262202544
1433833|ATLS|Atlas Resources Public 18-2009 C LP|NYSE|1311|PA||270213766
1487561|ATLS|Atlas Resources Series 28-2010 LP|NYSE|1311|PA||272101952
1041577|ATMI|Atmi Inc|NASDAQ|2810|CT|DE|61481060
872448|ATML|Atmel Corp|NASDAQ|3674|CA|DE|770051991
8302|ATMR|Atlas Minerals Inc||1040|CO|CO|841533604
842695|ATMS|Avinci Media Corp||7330|UT|DE|752193593
892147|ATN|Action Performance Companies Inc||5090|AZ|AZ|860704792
1368802|ATN|Atlas Energy Resources LLC|NYSE|1311|PA|DE|753218520
879585|ATNI|Atlantic Tele Network Inc|NASDAQ|4813|MA|DE|470728886
1388320|ATNM|Actinium Pharmaceuticals Inc|OTC|6770|NY|DE|880378336
108107|ATNY|Two Women|NASDAQ||||
731802|ATO|Atmos Energy Corp|NYSE|4924|TX|TX|751743247
1269022|ATOC|Atomic Paintball Inc|OTC|7900|TX||752942917
1488039|ATOS|Atossa Genetics Inc|NASDAQ|3841|WA|DE|264753208
1123647|ATPG|Atp Oil & Gas Corp||1311|TX|TX|760362774
745543|ATPT|All State Properties Holdings Inc|OTC|2834|KY|NV|320252180
896622|ATR|Aptargroup Inc|NYSE|3089|IL|DE|363853103
1323885|ATRC|Atricure Inc|NASDAQ|3841|OH|DE|341940305
701288|ATRI|Atrion Corp|NASDAQ|3841|TX|DE|630821819
908598|ATRM|Aetrium Inc|NASDAQ|3825|MN|MN|411439182
8063|ATRO|Astronics Corp|NASDAQ|3728|NY|NY|160959303
1016169|ATRS|Antares Pharma Inc|NASDAQ|3841|NJ|DE|411350192
1139650|ATRS|Altiris Inc|NASDAQ|7372|UT|DE|870616516
809875|ATRX|Atrix Laboratories Inc||2834|CO|DE|841043826
894081|ATSG|Air Transport Services Group Inc|NASDAQ|4513|OH|DE|261631624
824068|ATSI|Ats Medical Inc||3842|MN|MN|411595629
23071|ATSN|Artesyn Technologies Inc||3679|FL|FL|591205269
1014052|ATSX|Digerati Technologies Inc||4813|TX|NV|742849995
1071157|ATTG|Astrata Group Inc||3829|TX|NV|840108762
893821|ATTU|Attunity LTD|NASDAQ|7372|L3|L3|
6955|ATU|Actuant Corp|NYSE|3590|WI|WI|390168610
860543|ATVG|China Grand Resorts Inc||4833|F4|NV|621407521
860554|ATVG|Brotherhood Bancshares Inc||6022|KS|KS|
718877|ATVI|Activision Blizzard Inc|NASDAQ|7372|CA|DE|954803544
8411|ATW|Atwood Oceanics Inc|NYSE|1381|TX|TX|741611874
1074436|ATWO|A21 Inc||7389|FL|TX|742896910
25793|ATX|Costa Inc|NASDAQ|3950|RI|RI|50126220
1278263|ATXG|Atx Group Inc||4899||DE|200655116
1289046|AUAG|American Cordillera Mining Corp|OTC|5900|WA|NV|201044634
750574|AUBN|Auburn National Bancorporation Inc|NASDAQ|6022|AL|DE|630885779
1061288|AUCAF|Chelsea Oil & Gas LTD|OTC|6792|A1|A1|752712845
1086434|AUDC|Audiocodes LTD|NASDAQ|3661|L3|L3|
815353|AUDY|Emerald Dairy Inc||2020|VA|NV|840853668
859792|AUGB|Solar Thin Films Inc||5082|NY|DE|954359228
1004605|AUGC|Augment Systems Inc||7373|MA|DE|43089539
1137204|AUGME|Hipcricket Inc||3669|WA|DE|582604254
8598|AUGR|Auto Graphics Inc||7374|CA|CA|952105641
1063527|AUGT|August Technology Corp|OTCBB|3827|MN|MN|411729485
1145328|AULN|Genosys Inc||2834|UT|UT|870671592
1295803|AULO|Aurelio Resource Corp||1000|CO|NV|331086828
723639|AULT|Ault Inc||3679|MN|MN|410842932
1011509|AUM|Golden Minerals Co|NYSE|1040|CO||841363747
1450708|AURM|Aurum Inc|OTC|7372|C3|DE|271728996
1117073|AURMF|Aurora Metals Bvi LTD||1400|A1|D8|133945947
1382943|AUSE|K-9 Concepts Inc|NYSE ARCA|5070|A1|NV|
826253|AUSI|Aura Systems Inc|OTC|3690|CA|DE|954106894
1138830|AUTH|Authentec Inc|NASDAQ|3674|FL|DE|593521332
351017|AUTO|Autoinfo Inc||4210|CT|DE|132867481
1366899|AUUM|Alpine Resources Corp||1040|A1|NV|980491170
1182129|AUXL|Auxilium Pharmaceuticals Inc|NASDAQ|2834|PA|DE|233016883
1011432|AUXO|Auxilio Inc|OTC|7389|CA|NV|880350448
1116521|AV|Avaya Inc|NYSE|3661|NJ|DE|223713430
104918|AVA|Avista Corp|NYSE|4931|WA|WA|910462470
744218|AVAN|Celldex Therapeutics Inc||2835|MA|DE|133191702
1368622|AVAV|Aerovironment Inc|NASDAQ|3721|CA|DE|952705790
915912|AVB|Avalonbay Communities Inc|NYSE|6798|VA|MD|770404318
919956|AVCA|Diversicare Healthcare Services Inc|NASDAQ|8051|TN|DE|621559667
737243|AVCC|Valentec Systems Inc||3480|LA|DE|592332857
315428|AVCS|Vantage Companies American||8741|NV|NV|42709807
1109808|AVCT|Avocent Corp||3577|AL|DE|912032368
5981|AVD|American Vanguard Corp|NYSE|2870|CA|DE|952588080
1054825|AVDI|Advanced Technology Industries Inc||6799|CA|DE|330751685
1095792|AVDS|Avalon Digital Marketing Systems Inc||7389|CA|NV|770511097
1325879|AVEO|Aveo Pharmaceuticals Inc|NASDAQ|2834|MA|DE|
1528903|AVG|Avg Technologies NV|NYSE|7372|P7||
1119046|AVGG|Advanced Technologies Group LTD|OTC|9995|NY|NV|860987213
932903|AVGN|Avigen Inc||2835|CA|DE|133647119
1441634|AVGO|Avago Technologies LTD|NASDAQ|3674|U0|U0|
39677|AVHI|Av Homes Inc|NASDAQ|1531|AZ|DE|231739078
896841|AVID|Avid Technology Inc|NASDAQ|3861|MA|DE|42977748
1048701|AVIT|Avani International Group Inc||2086|A1|NV|880367866
1499686|AVIV|Aviv REIT Inc|NYSE|6798|IL|MD|273200673
1219120|AVK|Advent Claymore Convertible Securities & Income Fund|NYSE||IL|DE|
701650|AVL|Aviall Inc|NYSE MKT|5080|TX|DE|650433083
1096620|AVMD|Advanced Medical Institute Inc||8090|C3|NV|880409144
354699|AVNA|Advance Nanotech Inc||3829|NY|DE|201614256
1161924|AVNC|Middlebrook Pharmaceuticals Inc||2834|MD||522208264
1405045|AVNF|Anvil Forest Products Inc||2452|A1|NV|
858803|AVNR|Avanir Pharmaceuticals Inc|NASDAQ|2834|CA|DE|330314804
878802|AVNT|Quadrant 4 Systems Corp||3669|IL|FL|650254624
1100006|AVNU|Avenue Group Inc||1311|NY|DE|980200077
1377789|AVNW|Aviat Networks Inc|NASDAQ|3663|CA|DE|
1056794|AVNX|Avanex Corp||3674|CA|DE|943285348
1125051|AVNY|Manaris Corp|OTC|4813|A8|NV|880467848
316537|AVOC|Avoca Inc||6792|LA|LA|720590868
1096656|AVOX|Averox Inc||9995|NV|NV|880407936
8868|AVP|Avon Products Inc|NYSE|2844|NY|NY|130544597
1323639|AVPA|180 Connect Inc||1731|CO|DE|202650200
930817|AVPN|Avp Inc||7997|CA|DE|980142664
1358110|AVR|Aventine Renewable Energy Inc|||NY||
823314|AVRC|Advanced Energy Recovery Inc||6199|KS|DE|841069416
710217|AVRT|Perceptronics Inc||3690|CA|DE|952577731
1285043|AVRW|Aventine Renewable Energy Holdings Inc|OTC|2860|IL|DE|
1162192|AVRX|Avalon Pharmaceuticals Inc|NYSE ARCA|2834|MD||522209310
852437|AVSO|Rand Worldwide Inc|NYSE MKT|7372|MA|DE|841035353
1111632|AVSR|Avistar Communications Corp|OTC|3576|CA|DE|880383089
707063|AVSY|Avatar Systems Inc||7372|TX|TX|
8858|AVT|Avnet Inc|NYSE|5065|AZ|NY|111890605
1431888|AVTC|Avt Inc|OTC|3580|CA|NV|113828743
1405249|AVTD|Artventive Medical Group Inc|OTC|1040|CA|NV|260148468
814008|AVTI|Avitar Inc|OTC|3842|MA|DE|61174053
1094847|AVUG|Oncovista Innovative Therapies Inc||2834|TX||
1416299|AVVC|Avatar Ventures Corp||3714|NV|NV|
1092534|AVVW|Avvaa World Health Care Products Inc||2834|A1|NV|883957140
789667|AVWI|Actionview International Inc||7900|CA|NV|870542172
859163|AVX|Avx Corp|NYSE|3670|SC|DE|330379007
1015441|AVXT|Avax Technologies Inc|OTC|2836|MO|DE|133575874
8818|AVY|Avery Dennison Corp|NYSE|2670|CA|DE|951492269
1311396|AVZA|Aviza Technology Inc||3559|CA|DE|201979646
848865|AW|Allied Waste Industries LLC|NYSE|4953|AZ|DE|880228636
1029863|AWA|America West Holdings Corp||4512|AZ|DE|860847214
1366684|AWAY|Homeaway Inc|NASDAQ|7374|TX|DE|200970381
726990|AWBC|Americanwest Bancorporation||6022|WA|WA|911259511
1138234|AWE|At&t Wireless Services Inc||4812|WA|DE|911379052
1162200|AWEC|Ameriwest Energy Corp||1400|WY|NV|980359930
906013|AWF|Alliancebernstein Global High Income Fund Inc|NYSE||NY|MD|
890881|AWG|Alliance World Dollar Government Fund Inc|||NY|MD|133680444
927914|AWGI|Alderwoods Group Inc|OTCBB|7200|OH|DE|521522627
1163348|AWH|Allied World Assurance Co Holdings AG|NYSE|6331|V8||
7431|AWI|Armstrong World Industries Inc|NYSE|3089|PA|PA|230366390
915390|AWIN|Arch Wireless Inc|NASDAQ|4812|MA|DE|311358569
1410636|AWK|American Water Works Company Inc|NYSE|4941|NJ|DE|510063696
1089531|AWLD|Kingold Jewelry Inc|NASDAQ|7389|NY|DE|133883101
1359504|AWMM|Atwood Minerals & Mining Corp||1000|A1|NV|980471652
1265840|AWNE|Americas Wind Energy Corp|OTC|3510|A6|NV|200177856
1390195|AWP|Alpine Global Premier Properties Fund|NYSE||NY|DE|208430002
1056903|AWR|American States Water Co|NYSE|4941|CA|CA|954676679
1026980|AWRCF|Asia Pacific Wire & Cable Corp LTD|NASDAQ|3357|F5|D0|
1015739|AWRE|Aware Inc|NASDAQ|3674|MA|MA|42911026
867687|AWSR|America West Resources Inc||1220|UT|NV|841152135
1048422|AWWC|Access Worldwide Communications Inc|OTC|8742|FL|DE|521309227
1061069|AWX|Avalon Holdings Corp|NYSE MKT|4953|OH|OH|341863889
1107389|AX|Archipelago Holdings Inc|NYSE ARCA|6200|IL||861075595
867665|AXAS|Abraxas Petroleum Corp|NASDAQ|1311|TX|NV|742584033
1374796|AXC|Advanced Technology Acquisition Corp|NYSE MKT|6770|L3|DE|680635064
727207|AXDX|Accelerate Diagnostics Inc|NASDAQ|3826|CO|DE|841072256
52795|AXE|Anixter International Inc|NYSE|5063|IL|DE|941658138
1413609|AXG|Atlas Acquisition Holdings Corp|NYSE MKT|6770|FL|DE|260852483
788738|AXGR|Axia Group Inc||8742|NV|NV|870509512
1514946|AXIM|Axim International Inc|OTCBB|6770|NV|NV|274092986
1399095|AXIO|Axiom Oil & Gas Corp|OTC|8742|AZ||270686445
1113643|AXJ|Axm Pharma Inc|NYSE MKT|2834|NV||200745214
1062231|AXL|American Axle & Manufacturing Holdings Inc|NYSE|3714|MI|DE|383161171
1002577|AXLE|TJT Inc|OTC|3790|ID|WA|820333246
805264|AXLL|Axiall Corp|NYSE|2821|GA|DE|581563799
1470177|AXLX|Axiologix Education Corp|OTC|7372|NJ|NV|611585332
947427|AXO|Axs One Inc||7372|NJ|DE|132966911
4962|AXP|American Express Co|NYSE|6199|NY|NY|134922250
1028153|AXPW|Axion Power International Inc|OTC|3690|PA|DE|650774638
6207|AXR|Amrep Corp|NYSE|6500|NJ|OK|590936128
45621|AXRX|Amexdrug Corp|OTC|5122|CA|CA|952251025
1214816|AXS|Axis Capital Holdings LTD|NYSE|6331|D0||
710597|AXSI|Axcess International Inc|OTC|7373|TX|DE|850294536
1092492|AXST|Axesstel Inc|OTC|3669|CA|NV|911982205
1386262|AXTG|Axis Technologies Group Inc|OTC|3612|NE||
1051627|AXTI|Axt Inc|NASDAQ|3674|CA|DE|943031310
1015172|AXTV|Axtive Corp||7372|TX|DE|133778895
1144130|AXVC|Axial Vector Engine Corp||3510|OR|NV|980353007
206030|AXYS|Axsys Technologies Inc||3827|CT|DE|111962029
1378451|AYA|Alyst Acquisition Corp|NYSE MKT|6770|NY|DE|205385199
3673|AYE|Allegheny Energy Inc||4911|PA|MD|135531602
1144215|AYI|Acuity Brands Inc|NYSE|3640|GA|DE|582632672
1162030|AYN|Alliance New York Municipal Income Fund|NYSE||NY||43593245
1362988|AYR|Aircastle LTD|NYSE|7359|CT|D0|980444035
1127454|AYSI|Alloy Steel International Inc|OTC|3320|||980233941
789606|AZGS|Aztec Oil & Gas Inc|OTC|1311|TX|NV|870430834
851726|AZMNE|Santa Fe Gold Corp||1000|AZ|DE|841094315
866787|AZO|Autozone Inc|NYSE|5531|TN|NV|621482048
1099561|AZOI|Lumonall Inc||2810|A6|NV|841517404
356942|AZPN|Aspen Technology Inc|NASDAQ||||
929940|AZPN|Aspen Technology Inc|NASDAQ|7371|MA|DE|42739697
1093673|AZRI|Azur International Inc||7389|FL||500015673
1518749|AZTAU|Azteca Acquisition Corp||6770|CA|D8|
1055458|AZTC|Aztec Technology Partners Inc||7377|VA|DE|43408450
852807|AZTR|Aztar Corp||7990|AZ|DE|860636534
1000897|AZUR|Azurel LTD||2844|NY||
8947|AZZ|Azz Inc|NYSE|3640|TX|TX|750948250
9984|B|Barnes Group Inc|NYSE|3490|CT|DE|60247840
12927|BA|Boeing Co|NYSE|3721|WA|DE|910425694
1529139|BAAP|Blackrock Alternatives Allocation FB Tei Portfolio LLC|||NY|DE|
1529140|BAAP|Blackrock Alternatives Allocation FB Portfolio LLC|||NY|DE|
1529141|BAAP|Blackrock Alternatives Allocation Tei Portfolio LLC|||NY|DE|
1529142|BAAP|Blackrock Alternatives Allocation Portfolio LLC|||NY|DE|
1529138|BAAPMASTER|Blackrock Alternatives Allocation Master Portfolio LLC|||NY|DE|
1123596|BABB|Bab Inc|OTC|2050|IL|DE|364389547
1345865|BABL|Physicians Remote Solutions Inc|OTC|7372|CT|FL|223914075
878526|BABY|Natus Medical Inc|NASDAQ|3845|CA|DE|770154833
70858|BAC|Bank Of America Corp|NYSE|6021|NC|DE|560906609
1119700|BACL|Bioaccelerate Holdings Inc||2834|NY|NV|870504461
1181026|BAF|Blackrock Municipal Income Investment Quality Trust|NYSE||DE|DE|816105967
1133409|BAFI|Bancaffiliated Inc|OTC|6035|TX||752926393
949373|BAGL|Einstein Noah Restaurant Group Inc|NASDAQ|5812|CO|DE|133690261
1443646|BAH|Booz Allen Hamilton Holding Corp|NYSE|8742|VA|DE|
1474042|BALT|Baltic Trading LTD|NYSE|4412|NY|1T|
891919|BAMM|Books A Million Inc|NASDAQ|5940|AL|DE|630798460
1169770|BANC|Banc Of California Inc|NASDAQ|6021|CA|MD|43639825
760498|BANF|Bancfirst Corp|NASDAQ|6021|OK|OK|731221379
1481504|BANJ|Banjo & Matilda Inc|OTC|5940|FL||271519178
946673|BANR|Banner Corp|NASDAQ|6022|WA|WA|911691604
1578987|BANX|Stonecastle Financial Corp|NASDAQ||NY|DE|900934878
1086473|BANY|Banyan Corp||8011|CA|OR|841346327
764897|BARA|Banyan Rail Services Inc|OTC|4950|FL|DE|363361229
1295557|BARE|Bare Escentuals Inc|NASDAQ|2844|CA|DE|201062857
1109525|BARI|Bancorp Rhode Island Inc||6021|RI||50509802
1372334|BARS|Barton Solar Acquisition Inc||6770|MI|NV|205080271
878483|BARZ|Barra Inc|OTC|7370|CA|DE|942993326
1454124|BARZ|5barz International Inc|OTC|3080|WA||264343002
1109189|BAS|Basic Energy Services Inc|NYSE|1389|TX||542091194
720154|BASI|Bioanalytical Systems Inc|NASDAQ|8731|IN|IN|351345024
845851|BATP|Blackrock Advantage Term Trust Inc|||DE|MD|133504092
1068231|BATS|Bat Subsidiary Inc|||DE|MD|134027380
1519917|BATS|Bats Global Markets Inc|BATS|6200|KS|DE|113817385
1171689|BAWC|Asia Global Holdings Corp||5960|F4|NV|753026459
10456|BAX|Baxter International Inc|NYSE|3841|IL|DE|360781620
1134224|BAXS|Bruker Axs Inc|NASDAQ|3844|WI||391908020
1230355|BAXS|Baxano Surgical Inc|NASDAQ|3841|NC|DE|
1034594|BAYK|Bay Banks Of Virginia Inc|OTC|6022|VA|VA|541838100
1089787|BAYN|Bay National Corp|OTC|6021|MD||522176710
806175|BAYW|New Leaf Brands Inc||2086|NJ|NV|770125664
96287|BBA|Bombay Co Inc||5712|TX|DE|751475223
1018354|BBAL|New York Health Care Inc|OTC|8082|NY|NY|112636089
1106942|BBBB|Blackboard Inc||7372|DC|DE|522081178
1335792|BBBI|Birmingham Bloomfield Bancshares|OTC|6022|MI|MI|201132959
886158|BBBY|Bed Bath & Beyond Inc|NASDAQ|5700|NJ|NY|112250488
1128361|BBCN|BBCN Bancorp Inc|NASDAQ|6021|CA|DE|954170121
1178552|BBCZ|Bodisen Biotech Inc|OTC|2870|F4|DE|980381367
1021009|BBDC|Brantley Capital Corp|||OH|MD|341838462
1157004|BBDS|Geobio Energy Inc||2860|WA|CO|841153946
1357371|BBEP|Breitburn Energy Partners LP|NASDAQ|1311|CA|DE|743169953
1137392|BBF|Blackrock Municipal Income Investment Trust|NYSE||DE|DE|510409116
1172139|BBG|Bill Barrett Corp|NYSE|1311|CO|DE|800000545
1099160|BBGI|Beasley Broadcast Group Inc|NASDAQ|4832|FL|DE|650960915
1409477|BBGR|Beauty Brands Group Inc||6770|NY|FL|591213720
1085734|BBI|Blockbuster Inc|NYSE|7841|TX|DE|521655102
1126577|BBIC|Bluebook International Holding Co||7389|CA|DE|980125787
839439|BBJE|BBJ Environmental Technologies Inc||4922|FL|NV|651148155
1167467|BBK|Blackrock Municipal Bond Trust|NYSE||DE|DE|383645602
748268|BBLF|Broadleaf Capital Partners Inc||6153|NV|NV|880490034
1368637|BBLS|Rockdale Resources Corp|OTCBB|5020|TX|CO|861061005
1422109|BBLU|Blue Earth Inc|OTC|3531|NV|NV|980531496
1493683|BBN|Blackrock Build America Bond Trust|NYSE||DE|DE|
1381325|BBND|Bigband Networks Inc|NASDAQ|3663|CA|DE|43444278
1304740|BBNK|Bridge Capital Holdings|NASDAQ|6021|CA|CA|800123855
849547|BBOX|Black Box Corp|NASDAQ|3576|PA|DE|953086563
15840|BBR|Butler Manufacturing Co||3448|MO|DE|440188420
1396302|BBRD|Ark Development Inc|OTC|1311|TX||
1495479|BBRG|Bravo Brio Restaurant Group Inc|NASDAQ|5812|OH|OH|341566328
1176193|BBSE|Open Energy Corp||1311|A1|NV|980370750
902791|BBSI|Barrett Business Services Inc|NASDAQ|7363|WA|MD|520812977
92230|BBT|BB&T Corp|NYSE|6021|NC|NC|560939887
1009652|BBUC|Big Buck Brewery & Steakhouse Inc||5810|MI|MI|383196031
1415586|BBVVF|BBV Vietnam Sea Acquisition Corp|OTC|6770|Q1|1T|383763315
1113809|BBW|Build A Bear Workshop Inc|NYSE|5945|MO|DE|431883836
921768|BBX|BBX Capital Corp|NYSE|6035|FL|FL|650507804
764478|BBY|Best Buy Co Inc|NYSE|5731|MN|MN|410907483
14930|BC|Brunswick Corp|NYSE|3510|IL|DE|360848180
1383852|BCAE|Best Care Inc||8051|IL|NV|205659065
1365997|BCAR|Bank Of The Carolinas Corp|OTC|6021|NC|NC|204989192
814929|BCAS|Broadcaster Inc||7372|CA|CA|942862863
1228454|BCBP|BCB Bancorp Inc|NASDAQ|6035|NJ|DC|260065262
1328581|BCC|Boise Cascade Co|NYSE|5030|ID|DE|201496201
1509589|BCEI|Bonanza Creek Energy Inc|NYSE|1311|CO|DE|611630631
718916|BCF|Burlington Coat Factory Warehouse Corp|NYSE|5311|NJ|DE|221970303
1368893|BCF|Blackrock Real Asset Equity Trust|NYSE||DE|DE|
1170103|BCFT|Bancroft Uranium Inc||1000|AZ|NV|943409449
1012887|BCGI|Boston Communications Group Inc||4812|MA|MA|43026859
889285|BCHP|Blue Chip Computerware Inc||5045|NY|DE|133671526
1009405|BCII|Bone Care International Inc||2834|WI|WI|391527471
276400|BCIS|Bancinsurance Corp||6331|OH|OH|310790882
1181027|BCK|Blackrock California Insured Municipal Income Trust|NYSE||DE|DE|816105965
949721|BCKE|Brooklyn Cheesecake & Desert Com|OTC|2050|NJ|NY|133832215
1176196|BCL|Blackrock California Municipal Income Trust II|||DE|DE|10722234
1137883|BCLI|Brainstorm Cell Therapeutics Inc|OTCBB|2836|NY|DE|208133057
1381873|BCLR|Barclay Road Inc|OTC|2731|U3|WY|205571215
1496741|BCLX|Hydrophi Technologies Group Inc|OTC|7389|GA|FL|272880472
